abs,brand,compression_ratio,coupe_type,cylinder_bore,doors,fuel_consumption_combined,fuel_tank_volume,fuel_type,generation,kerb_weight,minimum_turning_circle,model,modification,number_of_cylinders,number_of_gears,number_of_valves_per_cylinder,piston_stroke,position_of_cylinders,power,seats,torque,wheelbase 
NULL,Opel,9.5,Sedan,92 mm.,4,NULL,80 l,Petrol (Gasoline),Admiral B,1475 kg.,11.8 m,Admiral,2.8 S (132 Hp),6,4,NULL,69.8 mm.,Inline,132 hp,5,206 Nm/3000-4000 rpm.,2845 mm.
yes,Opel,NULL,Hatchback,73.4 mm.,5,3.8 l/100 km.,35 l,Hybrid - petrol / electricity,Ampera,NULL,11 m,Ampera,1.4 (150 Hp) Hybrid,4,NULL,NULL,82.6 mm.,Inline,150 hp,5,NULL,2685 mm.
yes,Opel,10.5,Hatchback,74 mm.,3,5.1 l/100 km.,35 l,Petrol (Gasoline),Adam,1510 kg.,10.17-11.06 m,Adam,Rocks 1.0 ECOTEC (115 Hp),3,6,NULL,77.4 mm.,Inline,115 hp/5200 rpm.,4,170 Nm/1800-4500 rpm.,2311 mm.
NULL,Opel,NULL,Pick-up,93 mm.,4,NULL,NULL,Diesel,Campo Double Cab,NULL,NULL,Campo,2.5 TD (76 Hp) 4x4,4,5,NULL,92 mm.,Inline,76 hp/3800 rpm.,5,160 Nm/2000 rpm.,3025 mm.
NULL,Opel,NULL,Pick-up,NULL,4,12.1 l/100 km.,NULL,Diesel,Campo Double Cab,NULL,NULL,Campo,3.1 TD (109 Hp),4,5,NULL,NULL,Inline,109 hp/3600 rpm.,5,255 Nm/1900 rpm.,3025 mm.
NULL,Opel,NULL,Pick-up,NULL,4,10.8 l/100 km.,75 l,Diesel,Campo Double Cab,NULL,NULL,Campo,3.1 TD (109 Hp) 4x4,4,5,NULL,NULL,Inline,109 hp/3600 rpm.,5,255 Nm/1900 rpm.,3025 mm.
NULL,Opel,9.2,Combi,87 mm.,5,10 l/100 km.,70 l,Petrol (Gasoline),Commodore C Caravan,1307 kg.,10.8 m,Commodore,2.5 S (115 Hp) Automatic,6,3,NULL,69.8 mm.,Inline,115 hp/5200 rpm.,5,179 Nm/3800-4200 rpm.,2668 mm.
NULL,Opel,9.2,Sedan,87 mm.,2/4,10.5 l/100 km.,70 l,Petrol (Gasoline),Commodore C,1240 kg.,10.8 m,Commodore,2.5 E (130 Hp),6,4,2,69.8 mm.,Inline,130 hp/5600 rpm.,5,185 Nm/4600 rpm.,2668 mm.
NULL,Opel,9.2,Sedan,87 mm.,2/4,11.4 l/100 km.,70 l,Petrol (Gasoline),Commodore C,1200 kg.,11.5 m,Commodore,2.5 S (115 Hp),6,4,2,69.8 mm.,Inline,115 hp/5200 rpm.,5,185 Nm/4600 rpm.,2668 mm.
NULL,Opel,9.2,Sedan,87 mm.,2/4,NULL,70 l,Petrol (Gasoline),Commodore C,1260 kg.,10.8 m,Commodore,2.5 E (130 Hp) Automatic,6,3,2,69.8 mm.,Inline,130 hp/5600 rpm.,5,185 Nm/4600 rpm.,2668 mm.
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),305 II (581M),NULL,NULL,305,1.6 (97 Hp),NULL,NULL,NULL,NULL,NULL,97 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),305 II (581M),NULL,NULL,305,1.9 (102 Hp),NULL,NULL,NULL,NULL,NULL,102 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),305 II (581M),NULL,NULL,305,1.9 (98 Hp),NULL,NULL,NULL,NULL,NULL,98 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),305 II (581M),NULL,NULL,305,1.9 Diesel (64 Hp),NULL,NULL,NULL,NULL,NULL,64 hp,NULL,NULL,NULL
yes,Peugeot,NULL,Sedan,NULL,4,7.3 l/100 km.,50 l,Petrol (Gasoline),301,1090 kg.,NULL,301,1.6 VTi (115 Hp) Automatic,4,4,4,NULL,Inline,115 hp/6050 rpm.,5,150 Nm/4000 rpm.,2652 mm.
yes,Peugeot,NULL,Crossover,NULL,5,2.2 l/100 km.,NULL,Hybrid - petrol / electricity,3008 II,NULL,10.67 m,3008,1.6 PureTech (300 Hp) Plug-in Hybrid4 Automatic S&S,4,8,4,NULL,Inline,300 hp,5,NULL,2675 mm.
yes,Peugeot,NULL,SUV,NULL,5,3.7 l/100 km.,45 l,Diesel,2008 (facelift 2016),;,NULL,2008,1.6 BlueHD (75 Hp),NULL,5,NULL,NULL,Inline,75 hp/3500 rpm.,5,230 Nm/1750 rpm.,2537 mm.
yes,Peugeot,NULL,SUV,NULL,5,3.7 l/100 km.,45 l,Diesel,2008 (facelift 2016),;,NULL,2008,1.6 BlueHD (100 Hp),NULL,5,NULL,NULL,Inline,100 hp/3500 rpm.,5,254 Nm/1750 rpm.,2537 mm.
yes,Peugeot,NULL,SUV,NULL,5,3.6 l/100 km.,45 l,Diesel,2008 (facelift 2016),;,NULL,2008,1.6 BlueHD (100 Hp) Automatic start&stop STT,NULL,6,NULL,NULL,Inline,100 hp/3500 rpm.,5,254 Nm/1750 rpm.,2537 mm.
yes,Peugeot,NULL,SUV,NULL,5,3.5-3.6 l/100 km.,45 l,Diesel,2008 (facelift 2016),;,NULL,2008,1.6 BlueHD (100 Hp) start&stop STT,NULL,5,NULL,NULL,Inline,100 hp/3500 rpm.,5,254 Nm/1750 rpm.,2537 mm.
yes,Peugeot,NULL,SUV,NULL,5,3.7 l/100 km.,45 l,Diesel,2008 (facelift 2016),;,NULL,2008,1.6 BlueHD (120 Hp) start&stop STT,NULL,6,NULL,NULL,Inline,120 hp/3500 rpm.,5,300 Nm/1750 rpm.,2537 mm.
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),104,NULL,NULL,104,1.1 (50 Hp),NULL,NULL,NULL,NULL,NULL,50 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),104,NULL,NULL,104,1.1 (57 Hp),NULL,NULL,NULL,NULL,NULL,57 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),104,NULL,NULL,104,1.1 (66 Hp),NULL,NULL,NULL,NULL,NULL,66 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),104,NULL,NULL,104,1.2 (57 Hp),NULL,NULL,NULL,NULL,NULL,57 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),104,NULL,NULL,104,1.4 (72 Hp),NULL,NULL,NULL,NULL,NULL,72 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),204 Break,NULL,NULL,204,1.2 D (39 Hp),NULL,NULL,NULL,NULL,NULL,39 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),204 Break,NULL,NULL,204,1.3 D (45 Hp),NULL,NULL,NULL,NULL,NULL,45 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,Sedan,NULL,NULL,NULL,NULL,Petrol (Gasoline),204,NULL,NULL,204,1.1 (53 Hp),NULL,NULL,NULL,NULL,NULL,53 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),204,NULL,NULL,204,1.1 (55 Hp),NULL,NULL,NULL,NULL,NULL,55 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),204,NULL,NULL,204,1.1 (58 Hp),NULL,NULL,NULL,NULL,NULL,58 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),205 II (20A/C),NULL,NULL,205,1.9 GTI (128 Hp),NULL,NULL,NULL,NULL,NULL,128 hp,NULL,NULL,NULL
yes,Peugeot,NULL,Crossover,77 mm.,5,5.7-6.0 l/100 km.,53 l,Petrol (Gasoline),3008 II,1950 kg.,10.67 m,3008,1.6 THP (165 Hp) Automatic S&S,4,6,4,85.5 mm.,Inline,165 hp/6000 rpm.,5,240 Nm/1400 rpm.,2675 mm.
yes,Peugeot,NULL,Crossover,85 mm.,5,4.4-4.7 l/100 km.,53 l,Diesel,3008 II,2050 kg.,10.67 m,3008,2.0 BlueHDi (150 Hp) S&S,4,6,4,88 mm.,Inline,150 hp/3750 rpm.,5,370 Nm/2000 rpm.,2675 mm.
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),304,NULL,NULL,304,1.3 (M02) (75 Hp),NULL,NULL,NULL,NULL,NULL,75 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),304,NULL,NULL,304,1.4 D (M20) (45 Hp),NULL,NULL,NULL,NULL,NULL,45 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),305 II (581M),NULL,NULL,305,1.9 Diesel (65 Hp),NULL,NULL,NULL,NULL,NULL,65 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),304,NULL,NULL,304,1.3 GL (M01) (65 Hp),NULL,NULL,NULL,NULL,NULL,65 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),304,NULL,NULL,304,1.3 GT (A01) (65 Hp),NULL,NULL,NULL,NULL,NULL,65 hp,NULL,NULL,NULL
NULL,Peugeot,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),304 Break,NULL,NULL,304,1.4 D (45 Hp),NULL,NULL,NULL,NULL,NULL,45 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),30 (127),NULL,NULL,30,2.6 (1273) (125 Hp),NULL,NULL,NULL,NULL,NULL,125 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),30 (127),NULL,NULL,30,2.6 (1273) (131 Hp),NULL,NULL,NULL,NULL,NULL,131 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),30 (127),NULL,NULL,30,2.1 Turbo-D (1270) (86 Hp),NULL,NULL,NULL,NULL,NULL,86 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),20 (127),NULL,NULL,20,2.1 TD (86 Hp),NULL,NULL,NULL,NULL,NULL,86 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),20 (127),NULL,NULL,20,2.2 (1279) (116 Hp),NULL,NULL,NULL,NULL,NULL,116 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),25 (B29),NULL,NULL,25,2.8 V6 (B293) (156 Hp),NULL,NULL,NULL,NULL,NULL,156 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),20 (127),NULL,NULL,20,2.0 (1277) (103 Hp),NULL,NULL,NULL,NULL,NULL,103 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),16 (115),NULL,NULL,16,1.6 TA (71 Hp),NULL,NULL,NULL,NULL,NULL,71 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),14 (121),NULL,NULL,14,1.2 (1210) (57 Hp),NULL,NULL,NULL,NULL,NULL,57 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),12,NULL,NULL,12,1.3 (1170) (50 Hp),NULL,NULL,NULL,NULL,NULL,50 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),12 Variable,NULL,NULL,12,1.3 (1177) (60 Hp),NULL,NULL,NULL,NULL,NULL,60 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),11 (B/C37),NULL,NULL,11,1.7 (B/C37F) (75 Hp),NULL,NULL,NULL,NULL,NULL,75 hp,NULL,NULL,NULL
NULL,Renault,NULL,Hatchback,81 mm.,3/5,NULL,47 l,Petrol (Gasoline),11 (B/C37),NULL,NULL,11,1.7 (B/C376) (80 Hp),4,5,2,NULL,Inline,80 hp,5,NULL,NULL
NULL,Renault,NULL,Hatchback,NULL,5,8.4 l/100 km.,45 l,Petrol (Gasoline),11 (B/C37),840 kg.,NULL,11,1.7 (B/C37D) (87 Hp),4,5,2,NULL,Inline,87 hp,5,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),11 (B/C37),NULL,NULL,11,1.7 (B/C37N) (88 Hp),NULL,NULL,NULL,NULL,NULL,88 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),11 (B/C37),NULL,NULL,11,1.7 (B/C37E) (94 Hp),NULL,NULL,NULL,NULL,NULL,94 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),12,NULL,NULL,12,1.3 (1170) (54 Hp),NULL,NULL,NULL,NULL,NULL,54 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),12,NULL,NULL,12,1.6 Gordini (113 Hp),NULL,NULL,NULL,NULL,NULL,113 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),14 (121),NULL,NULL,14,1.2 (1210) (58 Hp),NULL,NULL,NULL,NULL,NULL,58 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),14 (121),NULL,NULL,14,1.4 (1213) (60 Hp),NULL,NULL,NULL,NULL,NULL,60 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),14 (121),NULL,NULL,14,1.4 (1212) (71 Hp),NULL,NULL,NULL,NULL,NULL,71 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),15,NULL,NULL,15,1.3 (60 Hp),NULL,NULL,NULL,NULL,NULL,60 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),15,NULL,NULL,15,1.6 (90 Hp),NULL,NULL,NULL,NULL,NULL,90 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),16 (115),NULL,NULL,16,1.6 TL (54 Hp),NULL,NULL,NULL,NULL,NULL,54 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),16 (115),NULL,NULL,16,"1.6 TS (1151,1154) (83 Hp)",NULL,NULL,NULL,NULL,NULL,83 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),16 (115),NULL,NULL,16,"1.6 TL (1152,1153,1157) (65 Hp)",NULL,NULL,NULL,NULL,NULL,65 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),16 (115),NULL,NULL,16,1.6 TX (1156) (93 Hp),NULL,NULL,NULL,NULL,NULL,93 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),17,NULL,NULL,17,1.6 (90 Hp),NULL,NULL,NULL,NULL,NULL,90 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),18 (134),NULL,NULL,18,1.6 Turbo (1345) (125 Hp),NULL,NULL,NULL,NULL,NULL,125 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),17,NULL,NULL,17,1.6 Gordini (108 Hp),NULL,NULL,NULL,NULL,NULL,108 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),18 (134),NULL,NULL,18,2.0 (1343) (105 Hp),NULL,NULL,NULL,NULL,NULL,105 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),18 (134),NULL,NULL,18,2.2 i (103 Hp),NULL,NULL,NULL,NULL,NULL,103 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),18 (134),NULL,NULL,18,2.1 Diesel (1344) (67 Hp),NULL,NULL,NULL,NULL,NULL,67 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),18 (134),NULL,NULL,18,2.1 TD (88 Hp),NULL,NULL,NULL,NULL,NULL,88 hp,NULL,NULL,NULL
yes,Renault,9.7,Hatchback,82.7 mm.,3/5,8.1 l/100 km.,55 l,Petrol (Gasoline),19 II (B/C53),1025 kg.,NULL,19,1.8i s (90 Hp),4,5,2,83.5 mm.,Inline,90 hp/5750 rpm.,5,144 Nm/2750 rpm.,2544 mm.
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),20 (127),NULL,NULL,20,2.0 (1272) (109 Hp),NULL,NULL,NULL,NULL,NULL,109 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),20 (127),NULL,NULL,20,2.1 Diesel (1276) (64 Hp),NULL,NULL,NULL,NULL,NULL,64 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),25 (B29),NULL,NULL,25,2.8 V6 Injection (B29A) (136 Hp),NULL,NULL,NULL,NULL,NULL,136 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),25 (B29),NULL,NULL,25,2.8 V6 Injection (B29F) (150 Hp),NULL,NULL,NULL,NULL,NULL,150 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),30 (127),NULL,NULL,30,2.6 TS (1275) (128 Hp),NULL,NULL,NULL,NULL,NULL,128 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),30 (127),NULL,NULL,30,2.6 TX (1278) (143 Hp),NULL,NULL,NULL,NULL,NULL,143 hp,NULL,NULL,NULL
NULL,Renault,NULL,Hatchback,NULL,3,NULL,NULL,Petrol (Gasoline),5,NULL,NULL,5,1.4 Alpine Turbo (122B) (108 Hp),NULL,5,NULL,NULL,NULL,108 hp,5,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),5,NULL,NULL,5,"1.4 Automatic (1229,1399) (59 Hp)",NULL,NULL,NULL,NULL,NULL,59 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),5,NULL,NULL,5,1.4 Turbo (8220) (160 Hp),NULL,NULL,NULL,NULL,NULL,160 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),6,NULL,NULL,6,1.1 (45 Hp),NULL,NULL,NULL,NULL,NULL,45 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),4,NULL,NULL,4,0.8 (1123) (29 Hp),NULL,NULL,NULL,NULL,NULL,29 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),4,NULL,NULL,4,0.8 (34 Hp),NULL,NULL,NULL,NULL,NULL,34 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),9 (L42),NULL,NULL,9,1.7 (L42L) (75 Hp),NULL,NULL,NULL,NULL,NULL,75 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),4,NULL,NULL,4,1.1 (44 Hp),NULL,NULL,NULL,NULL,NULL,44 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),6,NULL,NULL,6,1.1 (48 Hp),NULL,NULL,NULL,NULL,NULL,48 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),9 (L42),NULL,NULL,9,1.7 (L42F) (73 Hp),NULL,NULL,NULL,NULL,NULL,73 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),9 (L42),NULL,NULL,9,1.7 (L426) (80 Hp),NULL,NULL,NULL,NULL,NULL,80 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),9 (L42),NULL,NULL,9,1.7 (L42N) (88 Hp),NULL,NULL,NULL,NULL,NULL,88 hp,NULL,NULL,NULL
NULL,Renault,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),9 (L42),NULL,NULL,9,1.7 (L42E) (94 Hp),NULL,NULL,NULL,NULL,NULL,94 hp,NULL,NULL,NULL
yes,Nissan,9.5,Sedan,76 mm.,4,7.6 l/100 km.,55 l,Petrol (Gasoline),Almera Classic (B10),1185 kg.,10.6 m,Almera,1.6 i 16V (107 Hp) Automatic,4,4,4,88 mm.,Inline,107 hp/5600 rpm.,5,150 Nm/4000 rpm.,2535 mm.
NULL,Nissan,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Cherry (N12),NULL,NULL,Cherry,1.0 (50 Hp),NULL,NULL,NULL,NULL,NULL,50 hp,NULL,NULL,NULL
NULL,Nissan,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Cherry (N12),NULL,NULL,Cherry,1.3 (60 Hp),NULL,NULL,NULL,NULL,NULL,60 hp,NULL,NULL,NULL
NULL,Nissan,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Cherry (N12),NULL,NULL,Cherry,1.5 (75 Hp),NULL,NULL,NULL,NULL,NULL,75 hp,NULL,NULL,NULL
NULL,Nissan,NULL,Coupe,NULL,3,NULL,NULL,Petrol (Gasoline),"280 Zx,zxt (HGS130)",NULL,NULL,"280 Zx,zxt",2.7 (140 Hp),NULL,NULL,NULL,NULL,NULL,140 hp,2,NULL,NULL
NULL,Nissan,NULL,Coupe,NULL,3,NULL,NULL,Petrol (Gasoline),"280 Zx,zxt (HGS130)",NULL,NULL,"280 Zx,zxt",2.7 (147 Hp),NULL,NULL,NULL,NULL,NULL,147 hp,2,NULL,NULL
NULL,Nissan,NULL,Coupe,NULL,3,NULL,NULL,Petrol (Gasoline),"280 Zx,zxt (HGS130)",NULL,NULL,"280 Zx,zxt",2.7 (150 Hp),NULL,NULL,NULL,NULL,NULL,150 hp,2,NULL,NULL
yes,Nissan,NULL,Coupe,NULL,3,NULL,60 l,Petrol (Gasoline),180 SX,NULL,9.4 m,180 SX,2.0 turbo (175 Hp),NULL,5,NULL,NULL,NULL,175 hp,2+2,NULL,2475 mm.
NULL,Nissan,NULL,Coupe,NULL,3,NULL,NULL,Petrol (Gasoline),"280 Zx,zxt (HGS130)",NULL,NULL,"280 Zx,zxt",2.7 (200 Hp),NULL,NULL,NULL,NULL,NULL,200 hp,2,NULL,NULL
NULL,Nissan,NULL,Combi,NULL,5,NULL,50 l,Diesel,AD II,NULL,NULL,AD,2.2d (79 Hp) Automatic,4,4,2,NULL,Inline,79 hp/4000 rpm.,5,157 Nm/2000 rpm.,2535 mm.
NULL,Nissan,9.8,Combi,71 mm.,5,NULL,41 l,Petrol (Gasoline),AD III,NULL,NULL,AD,1.2 i (90 Hp) Automatic,4,4,4,78.3 mm.,Inline,90 hp/5600 rpm.,5,121 Nm/4000 rpm.,2600 mm.
yes,Nissan,8.5,Coupe,83 mm.,3,NULL,60 l,Petrol (Gasoline),180 SX,NULL,9.4 m,180 SX,1.8 turbo (169 Hp),4,5,4,83.6 mm.,Inline,169 hp/6400 rpm.,2+2,224 Nm/4000 rpm.,2475 mm.
NULL,Moskvich,9.5,Hatchback,85 mm.,5,NULL,55 l,Petrol (Gasoline),Yuriy Dolgorukiy,NULL,NULL,Yuriy Dolgorukiy,"1,7 (85 Hp)",4,5,2,75 mm.,Inline,85 hp/5300 rpm.,5,130 Nm/3200 rpm.,NULL
NULL,Moskvich,9.8,Hatchback,82.7 mm.,5,NULL,55 l,Petrol (Gasoline),Yuriy Dolgorukiy,NULL,NULL,Yuriy Dolgorukiy,2.0 (113 Hp),4,5,2,93 mm.,Inline,113 hp/5250 rpm.,5,168 Nm/3500 rpm.,NULL
NULL,Nissan,10.6,Roadster,95.5 mm.,2,NULL,80 l,Petrol (Gasoline),"350Z Roadster (Z33, facelift 2007)",1635 kg.,NULL,350Z,3.5i V6 24V (300 Hp),6,6,4,81.4 mm.,V engine,300 hp/6400 rpm.,2,361 Nm/4400 rpm.,2650 mm.
NULL,Nissan,NULL,Hatchback,NULL,3,NULL,NULL,Petrol (Gasoline),240SX,1224 kg.,NULL,240SX,2.4 (143 Hp),NULL,NULL,NULL,NULL,NULL,143 hp,2,NULL,2474 mm.
NULL,Nissan,10.3,Roadster,95.5 mm.,2,NULL,80 l,Petrol (Gasoline),"350Z Roadster (Z33, facelift 2007)",NULL,NULL,350Z,3.5 i V6 24V (300 Hp) Automatic,6,5,4,81.4 mm.,V engine,300 hp/6400 rpm.,2,361 Nm/4400 rpm.,2650 mm.
yes,Nissan,11,Cabriolet,95.5 mm.,2,11.2 l/100 km.,72 l,Petrol (Gasoline),370Z Roadster (facelift 2013),NULL,10.6-11.0 m,370Z,3.7 V6 (328 Hp),6,6,4,86 mm.,V engine,328 hp/7000 rpm.,2,363 Nm/5200 rpm.,2550 mm.
NULL,Nissan,10.3,Roadster,95.5 mm.,2,NULL,80 l,Petrol (Gasoline),"350Z Roadster (Z33, facelift 2007)",NULL,NULL,350Z,3.5i V6 24V (313 Hp) Automatic,6,5,4,81.4 mm.,V engine,313 hp/6800 rpm.,2,358 Nm/4800 rpm.,2650 mm.
yes,Nissan,11,Cabriolet,95.5 mm.,2,10.9 l/100 km.,72 l,Petrol (Gasoline),370Z Roadster (facelift 2013),NULL,10.6-11.0 m,370Z,3.7 V6 (328 Hp) Automatic,6,7,4,86 mm.,V engine,328 hp/7000 rpm.,2,363 Nm/5200 rpm.,2550 mm.
yes,Nissan,11,Coupe,95.5 mm.,2,10.6-10.5 l/100 km.,72 l,Petrol (Gasoline),370Z NISMO,1800 kg.,10.6-11.0 m,370Z,3.7 V6 (344 Hp),6,6,4,86 mm.,V engine,344 hp/7400 rpm.,2,371 Nm/5200 rpm.,2550 mm.
